,時間,本文
1092,2023-02-03 23:39:32+09:00,RT @Gemararara: 既出も既出だろうけどパイレーツオブカリビアンで一番イケメンなのはスパロウでもウィルターナーでもなくただの雑魚海賊ラゲッティ(の中の人)だから https://t.co/mS1B447QnF
1093,2023-02-03 23:39:31+09:00,何度見てもパイレーツオブカリビアン最高だな
1094,2023-02-03 23:39:30+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1095,2023-02-03 23:39:30+09:00,"いやいやいやいや!!1番カットしちゃいけないところカットしたでしょ金ロー!!😱
やっぱりエンドロールの後まで見ないと…
#パイレーツオブカリビアン"
1096,2023-02-03 23:39:30+09:00,"うそだ·····
最後の1番大事なシーンカット
されてんじゃん·····

#パイレーツオブカリビアン"
1097,2023-02-03 23:39:29+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1098,2023-02-03 23:39:29+09:00,"LEGO互換 パイレーツオブカリビアン ブラックパール号

https://t.co/2sLz3AQBXR

#パイレーツオブカリビアン

#lego互換

#ブラックパール

#レゴ互換

#ブロック"
1099,2023-02-03 23:39:29+09:00,"ハ〜3週間の楽しみ終わった🥲感動して泣いちゃったあ🥲やっぱはちゃめちゃにかっこいい〜めちゃんこカットされてたけど🥲
#パイレーツオブカリビアン"
1100,2023-02-03 23:39:28+09:00,さすがに編集下手くそすぎるだろ！！そもそもカットにセンスもクソもないが…#パイレーツオブカリビアン
1101,2023-02-03 23:39:28+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1102,2023-02-03 23:39:27+09:00,"エンディングの10年後がカットされてる…
#パイレーツオブカリビアン"
1103,2023-02-03 23:39:27+09:00,"RT @sayjoy_enjoy: 視聴者の大半がウィルでもエリザベスでもなく結婚の立ち会いをするバルボッサに心を持っていかれるというね

#パイレーツオブカリビアン
＃金曜ロードショー https://t.co/dbb91CwmPc"
1104,2023-02-03 23:39:26+09:00,"あれ？息子と一緒に海岸に行くシーン無かったっけ？ウィルが10年に１度陸に上がれる日…
 #パイレーツオブカリビアン"
1105,2023-02-03 23:39:25+09:00,RT @rHiruandon: 「エリザベスのその後」がない！ #金ロー #金曜ロードショー #パイレーツオブカリビアン
1106,2023-02-03 23:39:25+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1107,2023-02-03 23:39:24+09:00,"いや、ラストまだあるーーー！！！
え！？息子出てくるよね？？
記憶違い！？！？
 #パイレーツオブカリビアン"
1108,2023-02-03 23:39:24+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1109,2023-02-03 23:39:23+09:00,"10年後のシーンカット！？！？
うわーーーーー😑😑😑

#パイレーツオブカリビアン"
1110,2023-02-03 23:39:23+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1111,2023-02-03 23:39:22+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1112,2023-02-03 23:39:22+09:00,"エリザベスに子供がちゃんと出来てて、ウィルと再会するシーンあったよね？？

マジ、それないと悲しい終わりなんだけど？？

 #パイレーツオブカリビアン"
1113,2023-02-03 23:39:21+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1114,2023-02-03 23:39:21+09:00,やだ、10年後のシーンはカットしないでよ😭 #パイレーツオブカリビアン
1115,2023-02-03 23:39:20+09:00,"パイレーツオブカリビアンやっぱり面白いわ
今から続きみる"
1116,2023-02-03 23:39:20+09:00,"あれ、パイレーツオブカリビアン3のエンディング後のシーンはやらないか・・・。
確か10年後のシーンあったよね。"
1117,2023-02-03 23:39:20+09:00,"え!?
金ローは逆にエンドロール後の「10年後」をカットした!?
なにこれ日テレはジャック推しでフジはウィル推しなの!?w
#パイレーツ・オブ・カリビアン
#パイレーツオブカリビアン
#ワールド・エンド https://t.co/czk5L0jy8f https://t.co/TDclaqa8RU"
1118,2023-02-03 23:39:20+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
バルボッサの吹替してる壤晴彦さん。スカーの時もそうだけど、粘り気凄いのにどこかエッジの効いた声好きよ。渋い色気あるよね✨ https://t.co/mRN6pGElgM"
1119,2023-02-03 23:39:20+09:00,"１０年後はどこ行った。
#パイレーツオブカリビアン"
1120,2023-02-03 23:39:19+09:00,最悪だ…なんで最後までやらないんだ、パイレーツオブカリビアン(T_T)
1121,2023-02-03 23:39:19+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1122,2023-02-03 23:39:19+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1123,2023-02-03 23:39:19+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1124,2023-02-03 23:39:18+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1125,2023-02-03 23:39:17+09:00,パイレーツオブカリビアンほぼ見てなかったのに最後のとこだけ思い出して懐かしくてこの10分見てたのに、一番見たかったウィルとエリザベスの最後のシーンやらなくてがっかり〜
1126,2023-02-03 23:39:17+09:00,"パイレーツ・オブ・カリビアン4週連続やと思ってたけど最後は放送されへんのかい！

#金曜ロードショー 
#パイレーツオブカリビアン"
1127,2023-02-03 23:39:17+09:00,"#金曜ロードショー
 #パイレーツオブカリビアン 
最後のシーンは！？！？"
1128,2023-02-03 23:39:17+09:00,"3週にわたって放送して生命の泉と最後の海賊は放送なしかい...
#パイレーツオブカリビアン #ジャック・スパロウ　#ジョニー・デップ"
1129,2023-02-03 23:39:16+09:00,パイレーツオブカリビアンのカットがあまりに酷くて笑えない
1130,2023-02-03 23:39:16+09:00,"RT @U3yoshinani: エリザベス、これからどうやって過ごすの？？

#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン
#パイレーツオブカリビアン"
1131,2023-02-03 23:39:16+09:00,"RT @_kaku0609: 私の推しジャックであるサッシュをフンドシみたいにして着けているジャックがいる、ジャックたくさんシーンがまるごとカットされたので絶望しています（大の字）
#パイレーツオブカリビアン
#金曜ロードショー https://t.co/fRd89oa7SS"
1132,2023-02-03 23:39:16+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1133,2023-02-03 23:39:15+09:00,"いや最後、ウィル・ターナーが10年に一度帰ってくるシーンがあるんよ！そこカットしたら主旨が変わる！⛵️

#金曜ロードショー　
#パイレーツ・オブ・カリビアン 
#パイレーツオブカリビアン 
#ワールドエンド
#ワールド・エンド"
1134,2023-02-03 23:39:14+09:00,せっかく5作あるんだからパイレーツオブカリビアンは5作連続で放送して欲しかった
1135,2023-02-03 23:39:14+09:00,"10年後ぉぉぉぉぉぉぉ!!!!!!
#パイレーツオブカリビアン 
#金曜ロードショー"
1136,2023-02-03 23:39:13+09:00,"やっぱここで終わっておくのが美しいよなぁ。（正確には後日談の数十秒含むとして）
例えるなら織姫と彦星が、天帝から許されて毎日会えるようになりました！ってのが5だからなぁ。この寂寥感が大事。

#パイレーツオブカリビアン"
1137,2023-02-03 23:39:13+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1138,2023-02-03 23:39:12+09:00,"RT @Ken116Pe: 最後の海辺で仕込まれた子がこいつか…

#パイレーツオブカリビアン
#金曜ロードショー https://t.co/F6m8Mp10zM"
1139,2023-02-03 23:39:12+09:00,パイレーツオブカリビアン見ながら作った。
1140,2023-02-03 23:39:12+09:00,"え、エンドロールの後のシーンが重要なのに無いの？😳サイテーだな金ロー
 #金曜ロードショー最悪 
 #パイレーツオブカリビアン 
 #ワールドエンド 
 #最後のシーン"
1141,2023-02-03 23:39:12+09:00,"ウィルが戻ってくるの観たかったなぁ😭
#パイレーツオブカリビアン"
1142,2023-02-03 23:39:12+09:00,ぶっちゃけ中盤あたり退屈なんだけどラストの海戦で＋1000点くらいになる映画だなワールドエンド…　#金曜ロードショー #パイレーツオブカリビアン #ワールドエンド
1143,2023-02-03 23:39:11+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1144,2023-02-03 23:39:11+09:00,パイレーツオブカリビアン観てからシャワー浴びようとしてたから今から入る
1145,2023-02-03 23:39:11+09:00,あぁ……パイレーツオブカリビアンやっぱり最高だった………命の泉見なきゃ……
1146,2023-02-03 23:39:10+09:00,"#パイレーツオブカリビアン
キーラナイトレイとナオミハリスのヌードを検索したのは俺だけじゃないはず"
1147,2023-02-03 23:39:10+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1148,2023-02-03 23:39:09+09:00,"ラストの10年後に戻ってきたウィルもカットされたぁ😭😭😭ウェェン
#パイレーツオブカリビアン
#金曜ロードショー"
1149,2023-02-03 23:39:09+09:00,"うっそ！
ここでやめる…？いや、ダメだろう⁈
#パイレーツオブカリビアン"
1150,2023-02-03 23:39:08+09:00,パイレーツオブカリビアン最高！
1151,2023-02-03 23:39:07+09:00,"RT @disneystudiojp: 今夜（2/3）よる9時
日本テレビ系 #金曜ロードショー 放送📺

『#パイレーツオブカリビアン
　 　　　　　／ワールド・エンド』

前人未到の、世界の果てへ🌊
海賊史上最初にして最後の決戦がはじまる——。

詳細 https://t.…"
1152,2023-02-03 23:39:06+09:00,10年後… #パイレーツオブカリビアン
1153,2023-02-03 23:39:06+09:00,"RT @kattyuu01: 「なぁメアリー、今夜の金ローを実況しに行かないか？パイレーツオブカリビアンの映画があるらしいぜ？」
「嫌よ！Twitterに投稿すると凍結されるって話、聞いてないの？」"
1154,2023-02-03 23:39:06+09:00,パイレーツオブカリビアン3見終わったけどラストシーンがぁぁぁ　カット…
1155,2023-02-03 23:39:06+09:00,ええええっ！あのエピローグもカット!? そんなバカな！怒！😡 #パイレーツオブカリビアン #金曜ロードショー
1156,2023-02-03 23:39:06+09:00,パイレーツオブカリビアン見てたんやけどエンドロール後カットされてるやんけ！
1157,2023-02-03 23:39:04+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1158,2023-02-03 23:39:04+09:00,"RT @mhhodmZS8x2pw7p: #金曜ロードショー 
#パイレーツオブカリビアン 
ベケット卿「私のラストはカットです
か」 https://t.co/CcRbQK4LsO"
1159,2023-02-03 23:39:03+09:00,"パイレーツオブカリビアン3
思うとこ色々あるけど、いちばん大事なシーン削ったな？！！あかんやん！！！
エリザベスとキッズがウィルを待つシーンのために2時間半つけてたのに！！"
1160,2023-02-03 23:39:02+09:00,"RT @kinro_ntv: ｢パイレーツ･オブ･カリビアン/ワールド･エンド｣
⚔️今夜9時⚔️

鬼は出ませんが
海賊がたくさん出ます🏴‍☠️

#節分の日
#パイレーツオブカリビアン https://t.co/JDl082IBdM"
1161,2023-02-03 23:39:02+09:00,"パイレーツオブカリビアン最初は話全然分からなかったけど迫力すごくて切なくて面白かったな、、ちゃんとストーリー分かったらもっと面白いかもしれない
見よう"
1162,2023-02-03 23:39:02+09:00,パイレーツオブカリビアン面白かった キングダムハーツでみたとこあった
1163,2023-02-03 23:39:00+09:00,"エンディング後、10年後エリザベスと息子が地平線を見つめて息子の目に緑の閃光が瞬き船が出現します

この話の続きはパイレーツ・オブ・カリビアン5 最後の海賊で観れます
#パイレーツオブカリビアン"
1164,2023-02-03 23:39:00+09:00,パイレーツオブカリビアンも面白かった💓💓💓💓💓💓💓ヨーホーヽ(=´▽`=)ﾉ
1165,2023-02-03 23:38:59+09:00,"おい！クレジット後の10年後のシーンカットかよ！
やっぱDisney＋で見るしかないわ。
 #金曜ロードショー
 #パイレーツオブカリビアン"
1166,2023-02-03 23:38:59+09:00,"いや最後カットは草
何も分かってないやん
#パイレーツオブカリビアン"
1167,2023-02-03 23:38:59+09:00,パイレーツオブカリビアン子供の頃の夢が詰まってる
1168,2023-02-03 23:38:59+09:00,"#パイレーツオブカリビアン
ディスク持ってないから公開以来の3作目でうろ覚えだけど、記憶カット多いな〜と思っていたが、最後にエリザベスと息子の元にウィルが戻ってくるのカットしたらダメじゃない⁉︎"
1169,2023-02-03 23:38:58+09:00,"あれ？エンドクレジットの後の
10年後の再会ないの？
あれが凄く感動するのに🥺

#金曜ロードショー
#パイレーツオブカリビアン"
1170,2023-02-03 23:38:58+09:00,"生命の泉はやらないの😢
流石に4週連続は厳しいのか
＃パイレーツオブカリビアン"
1171,2023-02-03 23:38:57+09:00,"ウィルが帰ってくるところはっっ！？
映画だとエンディングの後のやつ！！！
ワールドエンドはそこが良いのにぃぃ
えぇぇえ〜くぅぅぅ〜

#パイレーツオブカリビアン
#ワールドエンド"
1172,2023-02-03 23:38:57+09:00,"RT @HitUltra: 拿捕状で従えた海賊に裏切られるのは皮肉だな。
まあ、ベケット目線でもこんな状況で集中砲火されたら、当然思考停止しますわ。
#パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #ワールドエンド #金曜ロードショー https://t.co/VH…"
1173,2023-02-03 23:38:57+09:00,"10年後のシーンカットなの！？
子連れのシーンは？え！？
 #パイレーツオブカリビアン"
1174,2023-02-03 23:38:57+09:00,"めっちゃ良いシーンカットしすぎじゃないですか...
#パイレーツオブカリビアン"
1175,2023-02-03 23:38:56+09:00,"RT @___naoto__: 来週は生命の泉編ですか？(人-ω-)
#金曜ロードショー
#パイレーツオブカリビアン
#ワールド・エンド https://t.co/zej0ucD1gd"
1176,2023-02-03 23:38:56+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1177,2023-02-03 23:38:55+09:00,"RT @sayjoy_enjoy: 視聴者の大半がウィルでもエリザベスでもなく結婚の立ち会いをするバルボッサに心を持っていかれるというね

#パイレーツオブカリビアン
＃金曜ロードショー https://t.co/dbb91CwmPc"
1178,2023-02-03 23:38:55+09:00,パイレーツオブカリビアン生命の泉は綺麗に終わった作品の続編を無理くり作ると駄作ができあがるという事を再認識させてくれた作品です。
1179,2023-02-03 23:38:55+09:00,"やっば！！
パイレーツオブカリビアンの
今日まで放送した3作と、残り2作の
入った『5ムービーコレクション』というのが出てたよー！！！

📣Blu-ray→
🔻https://t.co/CbLBEVsbCv

📣DVD→
🔻https://t.co/azigiUrCni

残り２作も見たいな～☠️💗

#金曜ロードショー
#パイレーツオブカリビアン"
1180,2023-02-03 23:38:55+09:00,今週のパイレーツオブカリビアン10年後にウィルとエリザベスが会う1番いいところカットされてるやん
1181,2023-02-03 23:38:55+09:00,あれー10年後グリーンフラッシュで息子に会いに来るシーン、カットー #パイレーツオブカリビアン #金曜ロードショー
1182,2023-02-03 23:38:55+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1183,2023-02-03 23:38:54+09:00,"#パイレーツオブカリビアン
いやぁぁ面白かったわ カット多かったが"
1184,2023-02-03 23:38:54+09:00,パイレーツオブカリビアン大好きなのにラストの再会シーンカットされてブチギレている
1185,2023-02-03 23:38:54+09:00,"あと2作やってくれよ〜
でも最高でした
 #パイレーツオブカリビアン"
1186,2023-02-03 23:38:52+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1187,2023-02-03 23:38:52+09:00,"RT @_kaku0609: エリザベスとキスした人間は死に追いやられますが、1作目で鍛冶屋ウィルが届けた(作った)剣は、手に取った人間は全員死んでるし最後作った主にこんな形で戻ってくるという、かなり曰く付きな剣っぷりを発揮
#パイレーツオブカリビアン
#金曜ロードショー ht…"
1188,2023-02-03 23:38:51+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1189,2023-02-03 23:38:51+09:00,"え？パイレーツオブカリビアンこれで終わり？
ウィルたちの子供出てきた？"
1190,2023-02-03 23:38:51+09:00,"えっ、最後カットしちゃうの？
最後までやって欲しかった…ウィル呪われっぱなしみたいに思えちゃう…
#パイレーツオブカリビアン #パイレーツオブカリビアンワールドエンド 
https://t.co/uVOngDGwJY"
1191,2023-02-03 23:38:51+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1192,2023-02-03 23:38:50+09:00,"あれ一番良いところカットされちゃった…
#パイレーツオブカリビアン"
1193,2023-02-03 23:38:49+09:00,"もう来週は生命の泉、再来週は最後の海賊を放送しなよ！！
#パイレーツオブカリビアン"
1194,2023-02-03 23:38:48+09:00,"RT @kota_m02: #パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1195,2023-02-03 23:38:48+09:00,"RT @mimi_ranchan: ワールドエンドか公開したのが2007年で最後の海賊が10年後の2017年。

フライングダッチマン号の呪いで10年に一度しか会えないウィルとエリザベスと同じく10年後に再開した2人を映画館で見た時は号泣したな、、

#パイレーツオブカリビアン…"
1196,2023-02-03 23:38:48+09:00,"あれ？最後にウィルとエリザベスが陸で再会して子供に会うシーンが無い…
#パイレーツオブカリビアン"
1197,2023-02-03 23:38:47+09:00,"エリザベスとウィルの最後のシーンは！？
#金曜ロードショー 
#パイレーツオブカリビアン"
1198,2023-02-03 23:38:46+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1199,2023-02-03 23:38:46+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1200,2023-02-03 23:38:45+09:00,3週連続パイレーツオブカリビアンありがとうございました〜！👏生命の泉と最後の海賊もぜひ地上波でお願いします〜！！
1201,2023-02-03 23:38:45+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1202,2023-02-03 23:38:45+09:00,"パイレーツオブカリビアンさぁ
カット多すぎな( º言º)
いいシーンがいくつもカットされてた…
えっここないの？ここも？はっ？ってなって見れたもんじゃねえ(╬ ´ ▽ ` )"
1203,2023-02-03 23:38:45+09:00,パイレーツオブカリビアン見終わったし寝ますかなー
1204,2023-02-03 23:38:44+09:00,"パイレーツサマーでもこのシーンあるから好き

#パイレーツオブカリビアン
#ワールドエンド https://t.co/yVz2QphpAk"
1205,2023-02-03 23:38:43+09:00,"RT @sam_marveler: 現実において、2007年5月25日公開の『ワールドエンド』から

10年後

2017年5月26日公開の『最後の海賊』でパイレーツシリーズに戻ってきたウィル🏴‍☠️
(公開日は米国)

#パイレーツオブカリビアン 
#金曜ロードショー htt…"
1206,2023-02-03 23:38:43+09:00,めっちゃパイレーツオブカリビアン面白かった　また今度して欲しいなー
1207,2023-02-03 23:38:43+09:00,"RT @kuresome: おい、パイレーツオブカリビアン一番カットしちゃいけないとこカットしてるやん！
ウィル帰ってくるシーンいるやろ！！"
1208,2023-02-03 23:38:42+09:00,パイレーツオブカリビアンは面白いなあ
1209,2023-02-03 23:38:42+09:00,"#パイレーツオブカリビアン

ジャックの最後のシーンはカッコええ！！！…とはなって、見れてよかったんやけど、エリザベスと息子とウィルの10年後は？！？！？！

このまま4作目も見たいよ…"
1210,2023-02-03 23:38:41+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1211,2023-02-03 23:38:40+09:00,"いや、今回のカットする箇所センスなさすぎやろw

見どころほぼほぼカットやんw
 #パイレーツオブカリビアン"
1212,2023-02-03 23:38:40+09:00,"金ローでやってたパイレーツオブカリビアン見てたけど
あまりにもシーンカットがひどすぎて雑コラ映画と化してるレベルだぞEDカットよりひどい"
1213,2023-02-03 23:38:39+09:00,"#パイレーツオブカリビアン 
え、最後の10年に1度のウィル家の家族の再会もなし？！カット酷過ぎないーーー？！？！😭😭😭😭😭"
1214,2023-02-03 23:38:39+09:00,パイレーツオブカリビアンはやはり最高の映画ですね…シリーズ累計100回は見た私の見解は1〜3が本編、4がovaで5はゴミです。
1215,2023-02-03 23:38:39+09:00,"えぇぇぇ....!!
そこカットしちゃうのぉぉぉ(´△｀)
 #パイレーツオブカリビアン 
 #パイレーツオブカリビアンワールドエンド"
1216,2023-02-03 23:38:38+09:00,"この3週間楽しかったな。
#パイレーツオブカリビアン"
1217,2023-02-03 23:38:37+09:00,"#パイレーツオブカリビアン
３週間連続ありがとうございます！
いつ観ても色褪せない最高な映画だ！！ https://t.co/kbPNnYLaTG"
1218,2023-02-03 23:38:37+09:00,3週連続パイレーツオブカリビアン最高に楽しかった……ありがとうございました　またやってください
1219,2023-02-03 23:38:37+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1220,2023-02-03 23:38:37+09:00,"#パイレーツ・オブ・カリビアン ワールド・エンド
このシリーズは何度見てもワクワクで面白い

でも、夜遅くまでの放送なので子供は🥱😪
そんな時はコレ
▶️https://t.co/rpggINlKJI

パイレーツオブカリビアン５作品収録
ブルーレイ📀で画面もクリア
吹き替えもあるので子供もはまる

バルボッサもグー"
1221,2023-02-03 23:38:37+09:00,"３週連続パイレーツ・オブ・カリビアンシリーズの放送、ありがとうございました！

いやぁ、やっぱワールド・エンドですわ……
#パイレーツ・オブ・カリビアン 
#パイレーツオブカリビアン 
#ワールド・エンド"
1222,2023-02-03 23:38:36+09:00,"絶対にカットするところ間違ってるからな。
 #パイレーツオブカリビアン"
1223,2023-02-03 23:38:36+09:00,今回放送してくれたのよかったけどカットは最悪だったな！ #パイレーツオブカリビアン
1224,2023-02-03 23:38:36+09:00,"RT @HitUltra: やっぱり金ローの事だから編集が甘いんだよな…
10年後にウィルとエリザベスとその息子が会うシーンなかったか…

多分、５作目の地上波初放送の可能性は低いかな…
(なお、可能性は０と言いきれない)
#パイレーツオブカリビアン #パイレーツ・オブ・カリビ…"
1225,2023-02-03 23:38:35+09:00,"え?１０年後は?
#パイレーツオブカリビアン"
1226,2023-02-03 23:38:35+09:00,"『ワールドエンド』の終わり方、何回見ても最高だな。

#パイレーツオブカリビアン"
1227,2023-02-03 23:38:34+09:00,やっぱり映画はカットしないでみないとね、、、 #パイレーツオブカリビアン
1228,2023-02-03 23:38:33+09:00,"面白いシーンとか全部カットされとるやないかーい
このあとエモいシーンがあるのにエンディングカットするなや

 #パイレーツオブカリビアン"
1229,2023-02-03 23:38:33+09:00,"カットが多すぎて…_(:ｪ」∠)_
#パイレーツオブカリビアン"
1230,2023-02-03 23:38:33+09:00,パイレーツオブカリビアンおもしろかった～～～！！！！！！3週間楽しかったです🥰🥰残りの作品も近いうち見る！！！！
1231,2023-02-03 23:38:32+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1232,2023-02-03 23:38:32+09:00,パイレーツオブカリビアン、最後のやつ見てない気がする
1233,2023-02-03 23:38:31+09:00,"RT @opon_no_ko: 日テレさん…
なぜにここをカットした…
ベケット卿の美しい最後の死に様を…
これを見るために見ていたようなものなのに…笑
カットの判断をくだした人に
パイレーツ好きは激おこです( ･᷄ὢ･᷅ )
#パイレーツ・オブ・カリビアン
#パイレーツオブカ…"
1234,2023-02-03 23:38:31+09:00,"いやカットしすぎやろ
#パイレーツオブカリビアン"
1235,2023-02-03 23:38:31+09:00,RT @SnowLinerS19: パイレーツオブカリビアン見てたらお絵描きできなんだ
1236,2023-02-03 23:38:31+09:00,"え、最後のシーン楽しみにしてたのにカットとかそんなことある？むしろあそこほどの見どころもないのに？センスなしかよ！
 #パイレーツオブカリビアン"
1237,2023-02-03 23:38:31+09:00,"うろ覚えだけど、
エリザベスの父親のシーンや
檻で3、4人のジャックが話すシーン、
ベケットの最後
覚えてる限りでもこの3つのシーンはカットされてる。
#パイレーツオブカリビアン"
