,時間,本文
2508,2023-01-27 23:23:10+09:00,"RT @kinro_ntv: おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2509,2023-01-27 23:23:09+09:00,"RT @kinro_ntv: おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2510,2023-01-27 23:23:08+09:00,"RT @FSW_Vo: 本日は #金曜ロードショー にて
#パイレーツ・オブ・カリビアン ☠️

大好きなDavy Jones Themeを
#千尋が歌ってみた

#パイレーツオブカリビアン
#piratesoftthecaribbean #DavyJones 
#mesing…"
2511,2023-01-27 23:23:08+09:00,パイレーツオブカリビアン、主人公たちみんな滅茶苦茶で改めて見ると本当に変なシリーズ
2512,2023-01-27 23:23:08+09:00,"RT @kinro_ntv: おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2513,2023-01-27 23:23:06+09:00,"RT @kinro_ntv: おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2514,2023-01-27 23:23:05+09:00,🐙おこ😡 #パイレーツオブカリビアン
2515,2023-01-27 23:23:05+09:00,"続きはDisney+で観るか😆
#パイレーツオブカリビアン"
2516,2023-01-27 23:23:03+09:00,はずれ！！残念！！ #金ロー #金曜ロードショー #パイレーツオブカリビアン
2517,2023-01-27 23:23:03+09:00,タコをクラーケンって怪物にしちゃうとこ、やっぱり西洋的だよな〜。西洋の人って、タコは気持ち悪くて食べられないらしいし。日本人だと、タコ足美味しそうってのが先にきちゃうよね。 #パイレーツオブカリビアン
2518,2023-01-27 23:23:03+09:00,"ジョーンズは多分この時
察したんだよな

ジャックがそう簡単に死ぬはずがないと

#パイレーツオブカリビアン
#金曜ロードショー"
2519,2023-01-27 23:23:03+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2520,2023-01-27 23:23:03+09:00,"おのれ！

ジャック・スパロウ～～～～～～～～～～～～～！！
＃パイレーツ・オブ・カリビアン #デッドマンズ・チェスト #デッドマンズチェスト #パイレーツオブカリビアン"
2521,2023-01-27 23:23:03+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2522,2023-01-27 23:23:02+09:00,"#金曜ロードショー
#パイレーツオブカリビアン 
しかしまあ、欧米人はホントにタコとかイカが怖いものの象徴なんだな。"
2523,2023-01-27 23:23:02+09:00,パイレーツオブカリビアン観てたから結局負けたわ
2524,2023-01-27 23:23:02+09:00,"分かってても観ちゃってそして必ずおえってなるw
#パイレーツオブカリビアン"
2525,2023-01-27 23:23:01+09:00,クラーケン痰がからみ過ぎてますね…😵‍💫　#パイレーツオブカリビアン
2526,2023-01-27 23:23:00+09:00,"RT @kinro_ntv: おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2527,2023-01-27 23:22:59+09:00,心臓は！？！？！？ #パイレーツオブカリビアン
2528,2023-01-27 23:22:57+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2529,2023-01-27 23:22:57+09:00,いいえノリントンさん_(:3 」∠)_ #パイレーツオブカリビアン
2530,2023-01-27 23:22:56+09:00,"ブラックパールが……
#パイレーツオブカリビアン"
2531,2023-01-27 23:22:55+09:00,"「ジャックスパロウですら悪霊には勝てねぇって事だ」

こんな最強クラスの化け物チームからそういわれるってすごい事だよねｗ

#金曜ロードショー 
#パイレーツオブカリビアン"
2532,2023-01-27 23:22:55+09:00,RT @gerogero00001: こんな感じでタコ映画やってるパイレーツオブカリビアンも5になると立派にサメ映画やってるよ
2533,2023-01-27 23:22:54+09:00,"箱の中は空でした
#パイレーツオブカリビアン"
2534,2023-01-27 23:22:54+09:00,"ここで怒るでもなくニヤリと笑ってセリフを話すのがめっっちゃくちゃカッコいいよね…(*´Д｀*)
この手前からラストのクラーケンと対峙するまでのジャックは本当に堪らん… #パイレーツオブカリビアン"
2535,2023-01-27 23:22:53+09:00,"心臓はございません！
#パイレーツオブカリビアン"
2536,2023-01-27 23:22:53+09:00,"おのれぇぃいい！
ジャック・スパロウォォォォオオ！！

#金曜ロードショー　#パイレーツオブカリビアン https://t.co/MuygvkPQcD"
2537,2023-01-27 23:22:52+09:00,"パーーーール ゥゥゥ！！！！！
#パイレーツオブカリビアン"
2538,2023-01-27 23:22:51+09:00,"あれ、ｼｭﾓｸｻﾞﾒか。
( ´,_ゝ`)
#パイレーツオブカリビアン"
2539,2023-01-27 23:22:50+09:00,"ジャックスパロウこれでツケは清算された
#パイレーツオブカリビアン"
2540,2023-01-27 23:22:50+09:00,"RT @i_am_kimshow: 妙にカッコイイのほんまキャプテン・ジャック・スパロウ
#パイレーツオブカリビアン"
2541,2023-01-27 23:22:45+09:00,ここジャックを犠牲にするってよりそもそもクラーケンとデイヴィ・ジョーンズはジャック個人の問題なんだよなぁ…#パイレーツオブカリビアン
2542,2023-01-27 23:22:45+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2543,2023-01-27 23:22:45+09:00,家帰ったらパイレーツオブカリビアンやっててちゃんと観たくなった
2544,2023-01-27 23:22:45+09:00,"バルボッサ復活までもうすぐ…！！！((*p'∀'q))
#パイレーツオブカリビアン"
2545,2023-01-27 23:22:45+09:00,"#パイレーツオブカリビアン
心臓ないんだよね"
2546,2023-01-27 23:22:42+09:00,"""よう、怪物""

#金曜ロードショー #パイレーツオブカリビアン"
2547,2023-01-27 23:22:39+09:00,"エリザベスに裏切る事を教えたの
ジャックだもんねw
 #パイレーツオブカリビアン"
2548,2023-01-27 23:22:39+09:00,船とともにあちらへ… #パイレーツオブカリビアン
2549,2023-01-27 23:22:39+09:00,RT @kinro_ntv: クラーケン🐙は北欧の神話に登場する海の怪物🔱。古代のノルウェーの言葉で「北極🧊」を意味する「クラーク」が語源だと言われています。クラーケンは「巨大な海洋生物」の形で描かれることが多く、かつて悪魔の生き物だと考えられていたタコ🐙を模したものがよく見ら…
2550,2023-01-27 23:22:38+09:00,"箱を開けろ。
箱を開けて中を見せろ！
＃パイレーツ・オブ・カリビアン #デッドマンズ・チェスト #デッドマンズチェスト #パイレーツオブカリビアン"
2551,2023-01-27 23:22:36+09:00,"アーメン…ブラックパール号、アーメン…ジャック・スパロウ…。

続く。 #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #デッドマンズチェスト #金曜ロードショー"
2552,2023-01-27 23:22:36+09:00,パイレーツオブカリビアンの3の最後、ど牛でも笑ってしまう
2553,2023-01-27 23:22:35+09:00,"エリザベスも海賊の素質十分あるよ。
そして良いところを持っていくジャックは主人公なんだなって思う。
#パイレーツオブカリビアン"
2554,2023-01-27 23:22:34+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2555,2023-01-27 23:22:33+09:00,"RT @mononomonomon: パイレーツオブカリビアンの名物キャラ、義眼の海賊ラゲッティ役のマッケンジー・クルックって実はめっちゃイケメンなのな。

同一人物に見えない(笑)

#パイレーツ・オブ・カリビアン 
#呪われた海賊たち 
#金曜ロードショー
#金曜ロードSH…"
2556,2023-01-27 23:22:32+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2557,2023-01-27 23:22:32+09:00,"観客「ジャック後ろ！後ろ！」

#パイレーツオブカリビアン
#金曜ロードショー https://t.co/nkKplZJHJP"
2558,2023-01-27 23:22:32+09:00,@gottigottiuh おっパイレーツオブカリビアン見てるから。
2559,2023-01-27 23:22:29+09:00,RT @kinro_ntv: クラーケン🐙は北欧の神話に登場する海の怪物🔱。古代のノルウェーの言葉で「北極🧊」を意味する「クラーク」が語源だと言われています。クラーケンは「巨大な海洋生物」の形で描かれることが多く、かつて悪魔の生き物だと考えられていたタコ🐙を模したものがよく見ら…
2560,2023-01-27 23:22:28+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2561,2023-01-27 23:22:28+09:00,こんな感じでタコ映画やってるパイレーツオブカリビアンも5になると立派にサメ映画やってるよ
2562,2023-01-27 23:22:27+09:00,"RT @kinro_ntv: １作目で「自分の演じるキャラクターに何を求めるか？」と質問されるたびに「剣が欲しい🗡」と答え続けたキーラ・ナイトレイさん👤
今回は剣を２本使ったアクション⚔️が考案され「たくさんトレーニングをさせられたけれど、それは楽しい経験だったわ」と喜んでいま…"
2563,2023-01-27 23:22:26+09:00,"RT @Hansode013: デッドマンズチェストが好きな理由

ここ

絵として完璧過ぎる
#パイレーツオブカリビアン
#金曜ロードショー https://t.co/50zMlmtdmx"
2564,2023-01-27 23:22:26+09:00,"よく見るとブラックパール号折れずにそのまま沈んでるんだな
 #パイレーツオブカリビアン"
2565,2023-01-27 23:22:25+09:00,"あぁあああ…ブラックパールぅぅぅ😭
#パイレーツオブカリビアン"
2566,2023-01-27 23:22:25+09:00,"#パイレーツオブカリビアン 
でもよく考えたらあなたが元凶なんだよなあー😮‍💨"
2567,2023-01-27 23:22:24+09:00,パイレーツオブカリビアンのワールドエンド以降の続編の問題は、めちゃくちゃ脇役がキャラ立ってるのにほとんどポイ捨てしたところなんよ😒だからワールドエンド以降は駄作👌
2568,2023-01-27 23:22:23+09:00,ジャックがクラーケンに食われるところ、映画館で見て鳥肌だったなぁ✨#パイレーツオブカリビアン #デッドマンズチェスト
2569,2023-01-27 23:22:23+09:00,"ジャック・スパロウ。
これでツケは清算された。
＃パイレーツ・オブ・カリビアン #デッドマンズ・チェスト #デッドマンズチェスト #パイレーツオブカリビアン"
2570,2023-01-27 23:22:23+09:00,"よぉ怪物
#パイレーツオブカリビアン"
2571,2023-01-27 23:22:22+09:00,パイレーツオブカリビアン見返そ
2572,2023-01-27 23:22:21+09:00,#パイレーツオブカリビアン https://t.co/s7dfg6Dd1q
2573,2023-01-27 23:22:21+09:00,"#パイレーツオブカリビアン
イカ焼き食べるとガリってなるとこ"
2574,2023-01-27 23:22:20+09:00,"RT @mononomonomon: パイレーツオブカリビアンの名物キャラ、義眼の海賊ラゲッティ役のマッケンジー・クルックって実はめっちゃイケメンなのな。

同一人物に見えない(笑)

#パイレーツ・オブ・カリビアン 
#呪われた海賊たち 
#金曜ロードショー
#金曜ロードSH…"
2575,2023-01-27 23:22:20+09:00,RT @kinro_ntv: ブラック・パール号🚢がクラーケン🐙に襲われるシーンは、グランドバハマ島で撮影🎥。オーランド・ブルームさん👤は、真っ白な砂と青い海のある贅沢な場所🏝で撮影できたことについて、「スクリーンに豊かな色感をもたらしてくれるだろう」とその効果を語っています😄…
2576,2023-01-27 23:22:16+09:00,これで生還したの？ #パイレーツオブカリビアン
2577,2023-01-27 23:22:15+09:00,"@MYSTERIOUS1st 

樹くんは金曜ロードショーの  #パイレーツオブカリビアン 見てますか？？

 #藤原樹  #THERAMPAGE"
2578,2023-01-27 23:22:14+09:00,キャプテンジャックスパロウ…かっこいいよ… #パイレーツオブカリビアン
2579,2023-01-27 23:22:13+09:00,先週高校以来にパイレーツオブカリビアン見たら、雰囲気しか楽しんでなかったのが硬貨のもつ呪いやら言ってる意味が理解できるようになってて世界史を学んだ意義を感じた☺
2580,2023-01-27 23:22:12+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2581,2023-01-27 23:22:11+09:00,よう怪物…！ #パイレーツオブカリビアン
2582,2023-01-27 23:22:11+09:00,"デカすぎて勝てる気がしねぇ。
( ;｀Д´)
＞ｸﾗｰｹﾝ
#パイレーツオブカリビアン"
2583,2023-01-27 23:22:11+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2584,2023-01-27 23:22:10+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2585,2023-01-27 23:22:09+09:00,"妙にカッコイイのほんまキャプテン・ジャック・スパロウ
#パイレーツオブカリビアン"
2586,2023-01-27 23:22:09+09:00,"船潰されてないんだよね…
 #パイレーツオブカリビアン"
2587,2023-01-27 23:22:08+09:00,えっ！？パイレーツオブカリビアンを今ちらっと見たんですけど、こんな馬鹿でかいバケモン出てくる映画なんですか？
2588,2023-01-27 23:22:08+09:00,パイレーツオブカリビアン絵になるシーンが多くてちゅき💕
2589,2023-01-27 23:22:07+09:00,"RT @LuciferethRed: #パイレーツオブカリビアン
素直に開き直ってるがカッコイイシーンよな"
2590,2023-01-27 23:22:07+09:00,"イカはキライ

#パイレーツオブカリビアン  #デットマンズ・チェスト"
2591,2023-01-27 23:22:05+09:00,"RT @YUHIRO_2154: ユノちゃんMステ？w
私はパイレーツオブカリビアンの方を見てると書いた😂

#윤호버블
#bubble
#유노윤호 ユンホ ユノ"
2592,2023-01-27 23:22:05+09:00,"RT @JKUby1pxQoM5c69: 夜の部
なんだかんだ言っても金曜日
やっぱり家でおとなしくなんてできな〜〜い
夜のお出掛けの準備始めましたw

今日はスタート遅めかな
パイレーツオブカリビアン見て終わりだけにはなりませんように https://t.co/PHlvqjd…"
2593,2023-01-27 23:22:05+09:00,"よぉ、怪物
 #パイレーツオブカリビアン"
2594,2023-01-27 23:22:05+09:00,パイレーツオブカリビアン結構前だからクソCGでおもろい
2595,2023-01-27 23:22:03+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2596,2023-01-27 23:22:02+09:00,"こう見るとブラックパール号でかいよね。

#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン
#パイレーツオブカリビアン"
2597,2023-01-27 23:22:02+09:00,パイレーツオブカリビアン見てるんだけど…
2598,2023-01-27 23:22:01+09:00,当時映画館でみてたんだけどは…？？？？？え…？？？？？ってなったの思い出したな　#パイレーツオブカリビアン
2599,2023-01-27 23:22:00+09:00,パイレーツオブカリビアン吹替で見たらジャックの声面白すぎる
2600,2023-01-27 23:22:00+09:00,RT @kinro_ntv: ブラック・パール号🚢がクラーケン🐙に襲われるシーンは、グランドバハマ島で撮影🎥。オーランド・ブルームさん👤は、真っ白な砂と青い海のある贅沢な場所🏝で撮影できたことについて、「スクリーンに豊かな色感をもたらしてくれるだろう」とその効果を語っています😄…
2601,2023-01-27 23:22:00+09:00,"RT @kinro_ntv: 本作のために使われたスモーク用の発煙筒💨は178樽分。装飾などで使われたロープ🪢は141kmにも及び、録音部だけで6000個以上のバッテリー🔋を使用。

食事班はドミニカのロケだけで20万食以上の食事🍚を用意し、撮影に使われたフィルム🎞の長さは51…"
2602,2023-01-27 23:21:58+09:00,ディズニーランドあんま興味なかったけど、パイレーツオブカリビアン見ると行きたくなるな～めっちゃ好きだわ
2603,2023-01-27 23:21:58+09:00,"デッドマンズチェストが好きな理由

ここ

絵として完璧過ぎる
#パイレーツオブカリビアン
#金曜ロードショー https://t.co/50zMlmtdmx"
2604,2023-01-27 23:21:57+09:00,RT @kinro_ntv: ブラック・パール号🚢がクラーケン🐙に襲われるシーンは、グランドバハマ島で撮影🎥。オーランド・ブルームさん👤は、真っ白な砂と青い海のある贅沢な場所🏝で撮影できたことについて、「スクリーンに豊かな色感をもたらしてくれるだろう」とその効果を語っています😄…
2605,2023-01-27 23:21:57+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2606,2023-01-27 23:21:56+09:00,"#パイレーツオブカリビアン
ジャック置いていってほしくないけれど、怪物相手にどうにもできないし"
2607,2023-01-27 23:21:56+09:00,キッツイ #パイレーツオブカリビアン
2608,2023-01-27 23:21:56+09:00,"RT @kinro_ntv: １作目で「自分の演じるキャラクターに何を求めるか？」と質問されるたびに「剣が欲しい🗡」と答え続けたキーラ・ナイトレイさん👤
今回は剣を２本使ったアクション⚔️が考案され「たくさんトレーニングをさせられたけれど、それは楽しい経験だったわ」と喜んでいま…"
2609,2023-01-27 23:21:55+09:00,"漢やな
 #パイレーツオブカリビアン"
2610,2023-01-27 23:21:55+09:00,"この女最低だな！
#パイレーツオブカリビアン"
2611,2023-01-27 23:21:54+09:00,パイレーツオブカリビアンって久しぶりにやってる気がするけど、ジョニー嫁のDV冤罪事件が解決したから流せるようになったのか？
2612,2023-01-27 23:21:54+09:00,"RT @kinro_ntv: 本作のために使われたスモーク用の発煙筒💨は178樽分。装飾などで使われたロープ🪢は141kmにも及び、録音部だけで6000個以上のバッテリー🔋を使用。

食事班はドミニカのロケだけで20万食以上の食事🍚を用意し、撮影に使われたフィルム🎞の長さは51…"
2613,2023-01-27 23:21:53+09:00,"くさそう(くさそう)
#パイレーツオブカリビアン"
2614,2023-01-27 23:21:52+09:00,"RT @kinro_ntv: キーラ・ナイトレイさんにとって、ジョニー・デップさんとの共演は「演技の上級クラスの授業を受けているようなもの」
オーランド・ブルームさんとは長い知り合いで、「昔、ロンドンで何かあると一緒に行った」仲だったので、撮影で一緒に過ごす時間を楽しんだそうで…"
2615,2023-01-27 23:21:52+09:00,"リアルな口
#金曜ロードショー #金ロー #金曜ロードSHOW #パイレーツ・オブ・カリビアン #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン・デッドマンズ・チェスト"
2616,2023-01-27 23:21:52+09:00,"RT @kinro_ntv: キーラ・ナイトレイさんにとって、ジョニー・デップさんとの共演は「演技の上級クラスの授業を受けているようなもの」
オーランド・ブルームさんとは長い知り合いで、「昔、ロンドンで何かあると一緒に行った」仲だったので、撮影で一緒に過ごす時間を楽しんだそうで…"
2617,2023-01-27 23:21:51+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2618,2023-01-27 23:21:50+09:00,RT @lleXL90TCiJJzc7: 帽子だけは、消火できないタコ野郎 #パイレーツオブカリビアン
2619,2023-01-27 23:21:49+09:00,エリザベスお前　#パイレーツオブカリビアン
2620,2023-01-27 23:21:49+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
初めて見た時 5度見位した中の人 https://t.co/u0PXaFvpdD"
2621,2023-01-27 23:21:49+09:00,"RT @kinro_ntv: １作目で「自分の演じるキャラクターに何を求めるか？」と質問されるたびに「剣が欲しい🗡」と答え続けたキーラ・ナイトレイさん👤
今回は剣を２本使ったアクション⚔️が考案され「たくさんトレーニングをさせられたけれど、それは楽しい経験だったわ」と喜んでいま…"
2622,2023-01-27 23:21:48+09:00,タコを締める時は眉間を狙おう #パイレーツオブカリビアン
2623,2023-01-27 23:21:48+09:00,さらばジャック｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ #パイレーツオブカリビアン
2624,2023-01-27 23:21:47+09:00,あ、帽子笑 #パイレーツオブカリビアン
2625,2023-01-27 23:21:47+09:00,なんか時々安田顕さんに見えてしまうのよw　パイレーツオブカリビアン
2626,2023-01-27 23:21:47+09:00,"RT @kinro_ntv: 本作のために使われたスモーク用の発煙筒💨は178樽分。装飾などで使われたロープ🪢は141kmにも及び、録音部だけで6000個以上のバッテリー🔋を使用。

食事班はドミニカのロケだけで20万食以上の食事🍚を用意し、撮影に使われたフィルム🎞の長さは51…"
2627,2023-01-27 23:21:46+09:00,"最後は船と共に沈む
#パイレーツオブカリビアン"
2628,2023-01-27 23:21:46+09:00,"RT @kinro_ntv: 大ヒットシリーズ第2作
｢パイレーツ･オブ･カリビアン/デッドマンズ･チェスト｣
🦑金曜よる9時🦑

本作の敵は…船乗りが最も恐れる“深海の悪霊”#デイヴィ・ジョーンズ と巨大な“深海の魔物”#クラーケン

果たしてジャック達の運命は⁉️
#ビル・…"
2629,2023-01-27 23:21:45+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2630,2023-01-27 23:21:43+09:00,"臭いやつ🐙
#パイレーツオブカリビアン"
2631,2023-01-27 23:21:43+09:00,"帽子が歯に挟まってた?
#パイレーツオブカリビアン
#金曜ロードショー"
2632,2023-01-27 23:21:42+09:00,"#パイレーツオブカリビアン 
最高にかっこいい終わり"
2633,2023-01-27 23:21:40+09:00,"「よぉ、怪物。」
 #パイレーツオブカリビアン"
2634,2023-01-27 23:21:39+09:00,"騙されたジャックに大ウケの兄
#パイレーツオブカリビアン"
2635,2023-01-27 23:21:39+09:00,"他の船は甲板から叩き割って沈めるのに、ブラックパールは割らない。
ジャックの前に帽子吐き出して返す。
デイヴィの命令で動くし、クラーケンはある程度の知能がありそう。
#金曜ロードショー 
#パイレーツオブカリビアン"
2636,2023-01-27 23:21:39+09:00,"RT @kinro_ntv: デイヴィ・ジョーンズというのは、昔の船乗りが海の悪霊👻につけた名前です。

英語の慣用句で「be lost to Davy Jones’s Locker」というのは「海の藻屑と消える」🌊という意味で、溺れた船乗りや船が沈没したとき🚢にこの表現が使わ…"
2637,2023-01-27 23:21:39+09:00,"｢タコの口ってこうなってるんだ～｣って思ったな当時
#パイレーツオブカリビアン"
2638,2023-01-27 23:21:38+09:00,"よう怪物。

まさかの飛び込んでいく
＃パイレーツ・オブ・カリビアン #デッドマンズ・チェスト #デッドマンズチェスト #パイレーツオブカリビアン"
2639,2023-01-27 23:21:38+09:00,"エリザベスもウィルも自分の大切な人のためなら他人を切り捨てる
#パイレーツオブカリビアン"
2640,2023-01-27 23:21:37+09:00,"#パイレーツオブカリビアン 
帽子を拾ってくれたんだね
(好意的な見方)"
2641,2023-01-27 23:21:37+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2642,2023-01-27 23:21:36+09:00,"(｀･ω･´)ゞ
#パイレーツオブカリビアン"
2643,2023-01-27 23:21:36+09:00,"かつてない絶望的状況…😭
#パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #デッドマンズチェスト #金曜ロードショー https://t.co/gpuYr28EBR"
2644,2023-01-27 23:21:36+09:00,"RT @kinro_ntv: １作目で「自分がアクション🤺の撮影が大好きなんだと改めて気づいた」と語るオーランド・ブルームさん👤

１作目のときは撮影の前に何週間もリハーサルをする必要がありましたが、今回は基本的な動きを覚えていたので以前よりも早く殺陣を習得できるようになったそ…"
2645,2023-01-27 23:21:35+09:00,パイレーツオブカリビアンのCG酷いな
2646,2023-01-27 23:21:35+09:00,"#パイレーツオブカリビアン
素直に開き直ってるがカッコイイシーンよな"
2647,2023-01-27 23:21:34+09:00,"よう怪物！
 #パイレーツオブカリビアン"
2648,2023-01-27 23:21:34+09:00,2010年代後半にに同じプロットで作ろうとしたら絶対にエリザベスは何の非もないヒロインみたいな形で描かれてたからな。時代ゆえよ(この脚本が通る時代の作品で良かった) #パイレーツオブカリビアン
2649,2023-01-27 23:21:32+09:00,RT @kinro_ntv: クラーケン🐙は北欧の神話に登場する海の怪物🔱。古代のノルウェーの言葉で「北極🧊」を意味する「クラーク」が語源だと言われています。クラーケンは「巨大な海洋生物」の形で描かれることが多く、かつて悪魔の生き物だと考えられていたタコ🐙を模したものがよく見ら…
2650,2023-01-27 23:21:29+09:00,"このラストのラストのジャックがめちゃカッコよー！！😆
#パイレーツオブカリビアン"
2651,2023-01-27 23:21:29+09:00,"RT @Lostriver1930: オフショットが何とも青春で本当に良いのよね😭✨
 #パイレーツオブカリビアン https://t.co/VI1iQUg8yu"
2652,2023-01-27 23:21:28+09:00,帽子戻ってきたね…　#金曜ロードショー #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #デッドマンズチェスト
2653,2023-01-27 23:21:27+09:00,"クラーケンを前にして「よぉ、怪物」で、最悪な状況なのに剣で最期まで戦おうとする。
全シリーズ通して、ジャックは絶体絶命の大ピンチでもちょっと余裕ありそうな顔するのが良い。(デイヴィにはビビってたけどw)
#パイレーツオブカリビアン
#金曜ロードショー"
2654,2023-01-27 23:21:26+09:00,"嫌だわこのヌルヌル
 #パイレーツオブカリビアン"
2655,2023-01-27 23:21:25+09:00,"ここでキャプテンの帽子回収するのが良い演出よね
#パイレーツオブカリビアン"
2656,2023-01-27 23:21:25+09:00,"RT @kinro_ntv: ✨#パイレーツオブカリビアン⚓️
「デッドマンズ・チェスト」放送まで
 
1️⃣1️⃣       5️⃣5️⃣5️⃣
     1️⃣       5️⃣
     1️⃣       5️⃣5️⃣5️⃣
     1️⃣            …"
2657,2023-01-27 23:21:23+09:00,帽子だけは、消火できないタコ野郎 #パイレーツオブカリビアン
2658,2023-01-27 23:21:23+09:00,"序盤で流れた《帽子》が戻って来た

#パイレーツオブカリビアン"
2659,2023-01-27 23:21:22+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2660,2023-01-27 23:21:21+09:00,"船長〜！！！
#パイレーツオブカリビアン"
2661,2023-01-27 23:21:21+09:00,"この船が襲われる後半部分だけなら、海賊映画としてではなく、海上パニック映画としていけそうｗ

#金曜ロードショー 
#パイレーツオブカリビアン"
2662,2023-01-27 23:21:21+09:00,ここけっこう勘違いしてるバカいるけどエリザベス英断なんだよなぁ…実際クラーケンピンピンしてるからこうしなきゃ全滅してたんよなぁ。そもそもクラーケンはジャックの問題だし　#パイレーツオブカリビアン
2663,2023-01-27 23:21:20+09:00,"Hello, Beastie
#パイレーツ・オブ・カリビアン
#パイレーツオブカリビアン
#デッドマンズ・チェスト https://t.co/nnSdeZG94u"
2664,2023-01-27 23:21:19+09:00,戻ってきた帽子 #パイレーツオブカリビアン
2665,2023-01-27 23:21:18+09:00,"チャーリーとチョコレート工場でもそうだけどこんなん多いなwww
#パイレーツオブカリビアン"
2666,2023-01-27 23:21:18+09:00,"うぇええええ🤢
 #パイレーツオブカリビアン"
2667,2023-01-27 23:21:18+09:00,"RT @hiratapro: ★ここのジャックちゅき💕

『海賊め』

#金曜ロードショー　
#パイレーツオブカリビアン"
2668,2023-01-27 23:21:17+09:00,"最初に無くした帽子は腹の中にあったんだね

#パイレーツオブカリビアン"
2669,2023-01-27 23:21:17+09:00,クラーケンからお返しの帽子…w #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #デッドマンズチェスト #金曜ロードショー
2670,2023-01-27 23:21:16+09:00,"さよならジャックスパロウ さよならブラックパール 
#パイレーツオブカリビアン"
2671,2023-01-27 23:21:15+09:00,"クラーケンの吸盤はわりと均一だし恐らくメスですね！🐙

#パイレーツオブカリビアン"
2672,2023-01-27 23:21:14+09:00,最悪wwww #パイレーツオブカリビアン
