,時間,本文
2468,2023-01-13 23:14:43+09:00,Twitterのせいで思い出のマーニーのラストColaboって思っちゃうの汚染や
2469,2023-01-13 23:14:42+09:00,"思い出のマーニー
こういうスケール感もいいよね
ジブリが大切に仕上げるとこうなるのかー
押しつけ感もないし
ほろ苦さも残す加減がすごく良い
孤独のグルメ的に云うと
こういうので良いんだよ
こういうので。
次の新作は試される感じだから身構えちゃうなぁ"
2470,2023-01-13 23:14:42+09:00,思い出のマーニー大好き…泣いた…おばあちゃん😭
2471,2023-01-13 23:14:42+09:00,「思い出のマーニー」良い話やん
2472,2023-01-13 23:14:42+09:00,"RT @Taylor143always: 『思い出のマーニー』のヒロインは信子

杏奈から「太っちょ豚！」と暴言を吐かれても怒らず両成敗となるように冷静に立ち回るぐう聖っぷり

強がってたけど本当は悲しくて耐えきれず母親に泣きついて甘えるという萌えムーブまでかましてて可愛すぎる…"
2473,2023-01-13 23:14:41+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2474,2023-01-13 23:14:41+09:00,思い出のマーニーよく分からんなあって思ってたら最後にかけて畳み掛けてきやがった大泣きよ
2475,2023-01-13 23:14:41+09:00,"RT @oricon: 📺金ローで放送中✨

『思い出のマーニー』声優陣まとめ🚣
https://t.co/p6XcD9Oor0

🔹杏奈　　：高月彩良
🔹マーニー：有村架純
松嶋菜々子、寺島進、根岸季衣、森山良子、吉行和子、黒木瞳、杉咲花

#思い出のマーニー @kinro_…"
2476,2023-01-13 23:14:41+09:00,"みんなおやすみ👑
思い出のマーニー配信でみんなで
見てたけど...話むずくないか？🤨

いい夢見てね。
#しぇいぷ展覧会 https://t.co/kaEugzl55O"
2477,2023-01-13 23:14:41+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2478,2023-01-13 23:14:41+09:00,思い出のマーニー久しぶりに見たら凄く良かった😭😭
2479,2023-01-13 23:14:40+09:00,"年末、思い出のバーニィで泣く

年始、思い出のマーニーで泣く

#思い出のマーニー"
2480,2023-01-13 23:14:40+09:00,"思い出のマーニーすごくよかった
一緒に見てくれたよね"
2481,2023-01-13 23:14:40+09:00,RT @itomida: 思い出のマーニー公開当時、マーニーが百合か百合でないかでフォロワー同士で殴り合いの喧嘩をした記憶があるけど、今思えばそんなことどうでもよくて思い出のマーニーは本当に良い作品なんですよね……あと、マーニーは百合です！！！
2482,2023-01-13 23:14:39+09:00,"やっぱり私は、ジブリ作品の中では、｢思い出のマーニー｣が1番好きかなー。心に響きます。感動しました。
米津さんは？やっぱり｢風の谷のナウシカ｣？ナウシカも好きよ。

明日も、あなたにとって、幸せな１日になりますように。お休みなさい。また明日🌅"
2483,2023-01-13 23:14:39+09:00,思い出のマーニーに出てきたサイロを肝試しに使う村の子どもたちみたいな種族、根室あたりじゃ着実に絶滅の道を辿ってるわな。先の戦争から80年弱、終わってみればあっという間の戦間期だった。
2484,2023-01-13 23:14:39+09:00,思い出のマーニー、2週間に一回再放送してない？
2485,2023-01-13 23:14:38+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2486,2023-01-13 23:14:38+09:00,"思い出のマーニー見て涙が止まらない
こんないいお話なら初めから見とけばよかった
もっとほかにも素敵な物語ってあるんだろうなあ
沢山みたいなあ。オススメありますか？
スズメは見に行こうと思います

ずっと思い出のアルマーニやと思っててごめんマーニー。"
2487,2023-01-13 23:14:37+09:00,RT @roro_tomashi: 思い出のマーニーは、杏奈がおばあちゃんから聞かされた話と現実を混同した妄想、幻覚を見たみたいな解釈が一般的？だけど、俺は絶対に違うと思ってる。マーニーが愛すべき孫娘に本当に会いに来てくれたんだと思ってる。だから最後に手を振ってくれたんじゃん。
2488,2023-01-13 23:14:37+09:00,"思い出のマーニーまじ全人類に見てほしいマーニーくそ可愛いから
泣けるよ"
2489,2023-01-13 23:14:35+09:00,"RT @nagi0467: 釧路根室地区の湿原には本当に「思い出のマーニー」みたいな世界が広がってる
道東においでよ🙌
#思い出のマーニー https://t.co/jBEw8zsRyk"
2490,2023-01-13 23:14:35+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2491,2023-01-13 23:14:34+09:00,RT @rinpa1059: 思い出のマーニーは百合か百合じゃないか論争になるんですけど、俺が鉄アレイで殴り続ければ思い出のマーニーは百合だって皆もわかってくれると思うんで思い出のマーニーは百合だよ
2492,2023-01-13 23:14:33+09:00,思い出のマーニーがジブリで1番好きなのかもしれない…知らなかった
2493,2023-01-13 23:14:33+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2494,2023-01-13 23:14:33+09:00,"RT @desyoune_san: 思い出のマーニーとかいう、
夏の自然が持つエネルギーと杏奈の心とマーニーの幻想さをジブリテイストで描いたこの作品良くないですか？？？

#思い出のマーニー"
2495,2023-01-13 23:14:33+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2496,2023-01-13 23:14:32+09:00,"ちょっと！！

思い出のマーニー観ちゃったやん。
仕事まだ途中なのに、号泣よ
何回も観てるのに、泣いちゃう
わーーーん｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡

わたくしおばあちゃん子やったのに、亡くなってから夢に出てきた事もない！

でも時々存在を感じるよ。

見守ってくれてありがとう。"
2497,2023-01-13 23:14:30+09:00,"思い出のマーニー
やっぱり好きなんだよねー
何が好きなのか
上手に説明できないけど
好きなんだよね🤍💭

#思い出のマーニー"
2498,2023-01-13 23:14:30+09:00,"今日は思い出のマーニーやってた。
ご飯をつくりながら観たからところどころ観れなかった。。"
2499,2023-01-13 23:14:30+09:00,"思い出のマーニー良かったなあ
どんなに辛くても、前を向いて明るく生きる"
2500,2023-01-13 23:14:29+09:00,思い出のマーニー、当時は全く理解できなくてつまらなかったんだけど、大人になって改めて見ると理解できたことに感激してしまったな。
2501,2023-01-13 23:14:29+09:00,口を酸っぱくするほど言ってるけど超常体験的描写をやりながらもお話の根底はオカルトじゃないのが美しくて素敵なんですよね思い出のマーニー
2502,2023-01-13 23:14:29+09:00,"思い出のマーニー
最後の方だけちょっとだけ見れた
思い出のマーニーわりと好き😍"
2503,2023-01-13 23:14:28+09:00,"恥ずかしながら思い出のマーニーを初めて見たんだけどこんな切ない話しやったんか…
良い話すぎて久しぶりにテレビの前で泣いた"
2504,2023-01-13 23:14:28+09:00,"思い出のマーニー最初以外はとても素敵だった…✧₊
羨ましくて泣いてまう"
2505,2023-01-13 23:14:28+09:00,映画『思い出のマーニー』 https://t.co/SvhkLVnPkF #Filmarks #映画 #思い出のマーニー
2506,2023-01-13 23:14:27+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2507,2023-01-13 23:14:27+09:00,"思い出のマーニー、今回初めて見たけど意外な真実が分かって奇跡でいい話だった😢
#思い出のマーニー"
2508,2023-01-13 23:14:27+09:00,"思い出のマーニー、初めてみた。面白かった。マーニーが少し不憫かな。
飽きちゃうかと思ったけど、がっつりみた。"
2509,2023-01-13 23:14:26+09:00,@MaroYonebayashi さっきはじめて改めて思い出のマーニーを見ました。子どものような親のようなおばあちゃんのような、夢のような現実だったような、それでいてマーニーとどこかで繋がってるような上手く言えないけれどすごく素敵な映画でした
2510,2023-01-13 23:14:26+09:00,RT @rinpa1059: 思い出のマーニーは百合か百合じゃないか論争になるんですけど、俺が鉄アレイで殴り続ければ思い出のマーニーは百合だって皆もわかってくれると思うんで思い出のマーニーは百合だよ
2511,2023-01-13 23:14:25+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2512,2023-01-13 23:14:25+09:00,RT @m0m0_0ssrr_: 思い出のマーニー、真っ先に思い出すのは「まだマーニーあう！まだまだマーニーあう！」の広告なんだよな。 https://t.co/8yNjbHndm0
2513,2023-01-13 23:14:25+09:00,"思い出のマーニー初めて見た時よりめちゃくちゃ泣いてしまった
年やんけ"
2514,2023-01-13 23:14:24+09:00,"RT @wagashi_tuchiya: 思い出のマーニー
金曜ロードショーでしてるので同じジブリのナウシカの練り切り。
王蟲の目が赤いのが好きなポイント https://t.co/Q5FrAJt6c6"
2515,2023-01-13 23:14:24+09:00,"この回答で涙更に出た。。

強くなった杏奈なら思い出としていつでもマーニーに会うことができるって、、。

それはもうつまり思い出のマーニー😭😭😭 https://t.co/QbAgvZXex5"
2516,2023-01-13 23:14:23+09:00,"同時に思い出のマーニーは百合か百合じゃないか論争の理由もわかった
百合じゃないわコレは"
2517,2023-01-13 23:14:23+09:00,思い出のマーニー、じわじわ涙が出てきて最後は止まんない。
2518,2023-01-13 23:14:23+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2519,2023-01-13 23:14:23+09:00,RT @mokkoritintin: もしかして思い出のマーニーって百合映画なんじゃねえか？(IQ50000000000000000000000000000000000)
2520,2023-01-13 23:14:22+09:00,思い出のマーニーで大号泣マン
2521,2023-01-13 23:14:22+09:00,"思い出のマーニー、素敵だった。
泣いた。
#思い出のマーニー #金曜ロードショー"
2522,2023-01-13 23:14:22+09:00,RT @m0m0_0ssrr_: 思い出のマーニー、真っ先に思い出すのは「まだマーニーあう！まだまだマーニーあう！」の広告なんだよな。 https://t.co/8yNjbHndm0
2523,2023-01-13 23:14:22+09:00,"思い出のマーニー、物語知ってるのに最後必ず泣いちゃうわ
 #金ロー"
2524,2023-01-13 23:14:21+09:00,"RT @audreypats012: ウォルト・ディズニー・ジャパン「思い出のマーニー ジブリの涙。」
制作：小松洋一ディレクター
振り付け:宮本賢二

❄️メイキング
https://t.co/gUKhc6Kioh

❄️米林宏昌監督✕高橋大輔インタビュー
https://t…"
2525,2023-01-13 23:14:21+09:00,思い出のマーニー上質な百合作品かと思いニヤニヤしながら見ていたら涙腺大崩壊系の神映画でしたわ
2526,2023-01-13 23:14:21+09:00,最近ジェットコースターみたいな小説やアニメばかりを観ていたせいで金ローの思い出のマーニーがなだらかに感じた。ほんとなだらかに終わった。
2527,2023-01-13 23:14:21+09:00,@takemomodayo 思い出のマーニー見ました　睡眠導入剤にオススメです
2528,2023-01-13 23:14:21+09:00,"たまに！体が心がジブリを欲する時があります。今日久しぶりに思い出のマーニー見たけど良かったです＾＾
ジブリ補給完了！満たされました♪"
2529,2023-01-13 23:14:21+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2530,2023-01-13 23:14:20+09:00,思い出のマーニー、思っていたよりだいぶシャイニングだった。光属性のシャイニングだコレ。
2531,2023-01-13 23:14:20+09:00,RT @Tikuwa_sky: 岸辺露伴、よりによって原作でマーニーじみた奴に会ってるしヘブンズ・ドアーが特攻なので思い出のマーニーは岸辺露伴が介入すると秒で終わる
2532,2023-01-13 23:14:20+09:00,"思い出のマーニー。初めてまともに見ました。先祖供養と内なる自分との和解の話だったんだな。
先週のハウルの動く城は輪廻転生の話だし。40過ぎてから見直すのジブリ映画はとんでもなく深いことに気づく。
#思い出のマーニー"
2533,2023-01-13 23:14:20+09:00,思い出のマーニー初めて見たけど思ってた作品と違った、もう少し幼い時に見ておきたかったなぁ
2534,2023-01-13 23:14:20+09:00,"思い出のマーニー初めて観た
土地とか建物の記憶ってあるんだろうなって思うわ、、、
日本は気候的に建物があまり残らないけど、ヨーロッパとか特に、そう考えるとタイムトラベルも可能な気がする"
2535,2023-01-13 23:14:19+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2536,2023-01-13 23:14:19+09:00,"RT @kinro_ntv: 『借りぐらしのアリエッティ』後、もう一度監督をやりたいと申し出ていた米林監督に対し、鈴木敏夫プロデューサーは『思い出のマーニー』を提案しました😄。👉続く
#金曜ロードショー #思い出のマーニー https://t.co/FH1IsqB7zt"
2537,2023-01-13 23:14:18+09:00,思い出のマーニーみて感動した27歳
2538,2023-01-13 23:14:18+09:00,思い出のマーニー　と　かがみの孤城　親しいなにかを感じる
2539,2023-01-13 23:14:18+09:00,今まで差別や戦争とかの直接描写を避けてたし感情や成長を分かりやすく描写してたのが、思い出のマーニーでは暗い感情や差別を直接描写して、成長とか感情の移り変わりの読み取りは観覧者にお任せだから、分かりにくいな~と思った💦
2540,2023-01-13 23:14:18+09:00,思い出のマーニーすきなんだよな
2541,2023-01-13 23:14:17+09:00,"RT @oricon: 📺金ローで放送中✨

『思い出のマーニー』声優陣まとめ🚣
https://t.co/p6XcD9Oor0

🔹杏奈　　：高月彩良
🔹マーニー：有村架純
松嶋菜々子、寺島進、根岸季衣、森山良子、吉行和子、黒木瞳、杉咲花

#思い出のマーニー @kinro_…"
2542,2023-01-13 23:14:17+09:00,「思い出のマーニー」観た。原作もジブリ映画版も好き。私も生きていこう。 https://t.co/uPcXI1ZZoO
2543,2023-01-13 23:14:16+09:00,"思い出のマーニー見るとおばあちゃんっていいよね！
けど私の祖母はボケ始めてるけど元気で優しいけど、巨人ファンで西武のことバカにしてくるわろた🤗🤣
私からしたら祖父である夫の影響と、現役時代から原監督の大ファンである祖父、祖母です😂"
2544,2023-01-13 23:14:16+09:00,金曜ロードショーの「思い出のマーニー」みんな見たー？
2545,2023-01-13 23:14:16+09:00,思い出のマーニー、さよなら絵梨、こういう作品をもっと摂取していきたい
2546,2023-01-13 23:14:15+09:00,思い出のマーニーの雰囲気本当に好きやぁ…内容ってか、作品の雰囲気。楽しいとはまた違う、心があったかくなるような、でも儚ない夏の思い出。夏の日々が終わるのは寂しいけど、思い出すたび涙が出そうなくらい胸があったかくなる大切な思い出ができた…気になる。笑
2547,2023-01-13 23:14:15+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2548,2023-01-13 23:14:14+09:00,思い出のマーニー映画館でやってたのつい2.3年前の感じしてたけど8年前だしその時大学生だったのを思い出して卒倒しそう 無理 嫌すぎ
2549,2023-01-13 23:14:14+09:00,思い出のマーニーよかった👏🏻👏🏻
2550,2023-01-13 23:14:13+09:00,思い出のマーニー自分に重なりすぎて涙止まらない😭
2551,2023-01-13 23:14:12+09:00,RT @study666i: 思い出のマーニーじゃない https://t.co/5aeOdn0ckB
2552,2023-01-13 23:14:12+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2553,2023-01-13 23:14:12+09:00,📺ジブリの思い出のマーニー見て涙ポロっと…🥲　歳取ると涙腺緩むのかなぁ🥹
2554,2023-01-13 23:14:11+09:00,思い出のマーニーよかった。小さい頃のアンナがぐずってるところ、おばあちゃんの話を目を輝かせて聴いてるシーンがとてもよかった。
2555,2023-01-13 23:14:11+09:00,思い出のマーニーたまらん
2556,2023-01-13 23:14:11+09:00,"思い出のマーニーって伏線回収始まると一気に切なくなるよな。
マーニー辛かったよね…(´；ω；`)ｳｩｩ"
2557,2023-01-13 23:14:10+09:00,"#金曜ロードショー の思い出のマーニー観てた🎥
ストーリー難しいとか暗いとか公開当時から言われてて、わたしも最初よく分かんないなーって思ったけど、何回も観てたらだんだん好きになってきた作品(*´˘`*)♡"""
2558,2023-01-13 23:14:10+09:00,今日思い出のマーニーか
2559,2023-01-13 23:14:10+09:00,"RT @ghibli_world: 高畑勲監督は『思い出のマーニー』をこのように評価しています。
「作画も、美術も、それ以降の工程もさすがはジブリだと言われるものを作った。ジジイが去った後、米林監督は、押しも押されぬジブリのエースだともてはやされるであろう。それはやぶさかではな…"
2560,2023-01-13 23:14:10+09:00,"思い出のマーニー、当時映画館で観て
めちゃくちゃ難しくてわかんなかったけど
今日の金ローでようやく内容に追いつけた、、"
2561,2023-01-13 23:14:10+09:00,"RT @Taylor143always: 『思い出のマーニー』のヒロインは信子

杏奈から「太っちょ豚！」と暴言を吐かれても怒らず両成敗となるように冷静に立ち回るぐう聖っぷり

強がってたけど本当は悲しくて耐えきれず母親に泣きついて甘えるという萌えムーブまでかましてて可愛すぎる…"
2562,2023-01-13 23:14:10+09:00,１３日の金曜日を観るはずが思い出のマーニーを見てしまった。そして飲み食べ過ぎて帰ってきたのになぜかパルムのダブルチョコピスタチオを食べてそしてすぐに寝る。寝る子は育つ
2563,2023-01-13 23:14:10+09:00,「思い出のマーニー」良い話ですね。
2564,2023-01-13 23:14:09+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2565,2023-01-13 23:14:09+09:00,"思い出のマーニー見てたら、映画の学校の怪談の四作目がなぜか見たくなってきた。多分、舞台が水辺に凄い近い建物という共通点が(ry
学校の怪談４は大津波に飲まれた学校にいた子供たちが彷徨う設定なのだけど、あれ、地上波放送やっぱりまだ無理？実写だし。"
2566,2023-01-13 23:14:09+09:00,"久々に思い出のマーニーみたけど
めちゃめちゃ泣いた…
ジブリでこんなに泣いたの初めてかも…"
2567,2023-01-13 23:14:08+09:00,思い出のマーニーは、何故か涙が出てくるんだけど、好きな作品。 https://t.co/vPBDfbLNAJ
2568,2023-01-13 23:14:08+09:00,思い出のマーニーは儚くて切ないけどいい話で好き
2569,2023-01-13 23:14:07+09:00,"RT @ghibli_world: 『思い出のマーニー』の主題歌を担当したのは、プリシラ・アーンさん。元々ジブリの大ファンで、ジブリ美術館でコンサートをしたのが切欠で声がかかりました。
主題歌の『Fine On The Outside』は、プリシラさんが地元の町からLAに移り住…"
2570,2023-01-13 23:14:07+09:00,RT @m0m0_0ssrr_: 思い出のマーニー、真っ先に思い出すのは「まだマーニーあう！まだまだマーニーあう！」の広告なんだよな。 https://t.co/8yNjbHndm0
2571,2023-01-13 23:14:06+09:00,".
何度観ても 毎回、
ボロ泣きに なります😭

思い出のマーニー 🏡👩👧"
2572,2023-01-13 23:14:06+09:00,思い出のマーニー、奥が深いなあ。
2573,2023-01-13 23:14:06+09:00,"思い出のマーニー観て号泣(；ω；)
ジブリ作品で一番泣けるわ😭😭"
2574,2023-01-13 23:14:06+09:00,思い出のマーニーめちゃくちゃ好きでした
2575,2023-01-13 23:14:06+09:00,"「思い出のマーニー」、放送ある度に観てしまってるような…⁈何かじんわり穏やかになるカンジが好きなのかもしれない☻
…や、あの暴言は毎度ドキッとしちゃうけどもf^_^;)信子ちゃん、家に帰って嘆いてたのね…でもあの場面では杏奈ちゃんが気まずくならない様に頑張って手打ちにして(&gt;_&lt;｡)いい子！"
2576,2023-01-13 23:14:05+09:00,"思い出のマーニー久しぶりに観たのですが、最高でした😭
7年前くらいに最初見た時に涙しました。今回は家族と見ていたので我慢しました。笑

世界観も物語も大好きです。🌊🏠

#思い出のマーニー https://t.co/pgLrOdN5rt"
2577,2023-01-13 23:14:05+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2578,2023-01-13 23:14:05+09:00,思い出のマーニーの杏奈がテテにみえる
2579,2023-01-13 23:14:05+09:00,RT @itomida: 思い出のマーニー公開当時、マーニーが百合か百合でないかでフォロワー同士で殴り合いの喧嘩をした記憶があるけど、今思えばそんなことどうでもよくて思い出のマーニーは本当に良い作品なんですよね……あと、マーニーは百合です！！！
2580,2023-01-13 23:14:04+09:00,思い出のマーニーを完走した感想ですが「釧路湿原にあんな洋館は無い」
2581,2023-01-13 23:14:04+09:00,思い出のマーニー、とてもよかった。ジブリ映画なのにいい意味でジブリっぽくない。空を飛んだり派手な場面がなくて、空気感が素晴らしかった。
2582,2023-01-13 23:14:04+09:00,@DE_OLchan 思い出のマーニー
2583,2023-01-13 23:14:03+09:00,思い出のマーニー感動、CM多すぎ
2584,2023-01-13 23:14:03+09:00,"RT @Taylor143always: 『思い出のマーニー』のヒロインは信子

杏奈から「太っちょ豚！」と暴言を吐かれても怒らず両成敗となるように冷静に立ち回るぐう聖っぷり

強がってたけど本当は悲しくて耐えきれず母親に泣きついて甘えるという萌えムーブまでかましてて可愛すぎる…"
2585,2023-01-13 23:14:03+09:00,"RT @ghibli_world: 『思い出のマーニー』の主題歌を担当したのは、プリシラ・アーンさん。元々ジブリの大ファンで、ジブリ美術館でコンサートをしたのが切欠で声がかかりました。
主題歌の『Fine On The Outside』は、プリシラさんが地元の町からLAに移り住…"
2586,2023-01-13 23:14:02+09:00,"RT @ghibli_world: マーニーの日記帳は、美術監督の種田陽平さんがデザインしました。
偶然にも、原作の『思い出のマーニー』の初版本と同じ色合いになったそうです。

劇場公開当時、この日記帳を精巧に再現したノートが発売されました。
https://t.co/nHl0…"
2587,2023-01-13 23:14:02+09:00,"好きなジブリ映画
1位　思い出のマーニー
2位　猫の恩返し
3位　風立ちぬ

現実と空想がごっちゃになる系が好きらしい"
2588,2023-01-13 23:14:02+09:00,"思い出のマーニーの
マーニーがエモくて(語彙力)
ああゆうキャラ描きたいなぁってなりますわ…"
2589,2023-01-13 23:14:02+09:00,いやぁすごい良かった思い出のマーニーΣd(* ॑꒳ ॑* )
2590,2023-01-13 23:14:02+09:00,"RT @mjwr9620: 自分を置いて亡くなったおばあちゃんを許せない杏奈がマーニーとした最後の会話/『思い出のマーニー』ネタバレ感想 

→ 「杏奈お願い　許してくれるって言って」「もちろんよ　許してあげる　あなたが好きよ」、その意味は…

- Junk-weed’s bl…"
2591,2023-01-13 23:14:01+09:00,RT @study666i: 思い出のマーニーじゃない https://t.co/5aeOdn0ckB
2592,2023-01-13 23:14:01+09:00,RT @m0m0_0ssrr_: 思い出のマーニー、真っ先に思い出すのは「まだマーニーあう！まだまだマーニーあう！」の広告なんだよな。 https://t.co/8yNjbHndm0
2593,2023-01-13 23:14:01+09:00,"RT @kinro_ntv: 宮﨑駿監督は、映画を最後まで観ないで10分ぐらいで出て行ってしまうことが多いそうなのですが、西村義明プロデューサーによると『思い出のマーニー』は最後まで観て「麻呂（米林監督）はよく頑張った」と褒めていたそうです😊。👉続く
#金曜ロードショー #思い…"
2594,2023-01-13 23:14:01+09:00,"思い出のマーニー最高でした……👏👏
何回見ても泣ける、解ってからが面白い作品！！！
#金曜ロードショー"
2595,2023-01-13 23:13:59+09:00,"@memetheend44 主語と語彙力なさすぎてごめんwwwwwwwwwwww
思い出のマーニー観てボロボロ泣いてたwwwww"
2596,2023-01-13 23:13:59+09:00,RT @kagimaruchisuke: 思い出のマーニー https://t.co/6FMDG5igEd
2597,2023-01-13 23:13:58+09:00,"RT @realsound_m: 【作品評】『思い出のマーニー』に込められた“愛”を探る　杏奈にとって“許す”ことの意義とは
#思い出のマーニー #米林宏昌
 https://t.co/gZv9xVhPmS"
2598,2023-01-13 23:13:58+09:00,"@AmySweetChoco 思い出のマーニー大好きでTVでやると絶対観ちゃいます。
素敵な物語ですよね。☺️"
2599,2023-01-13 23:13:58+09:00,"RT @masuda_0123: 思い出のマーニー | 枡 #pixiv https://t.co/aXiXvOCw3n

公開当時描いたマーニー"
2600,2023-01-13 23:13:57+09:00,"RT @MaroYonebayashi: 思い出のマーニーはハウルに比べたらとっても地味なお話ですが、杏奈の心に寄り添ってじっくり丁寧に描きました。
この内気な少女の心の中を描くために最高の作画と最高の美術で、ひとつの妥協もなく仕上げることができたことを今でも誇りに思っています。"
2601,2023-01-13 23:13:56+09:00,思い出のマーニー、タイトルからして逆襲のシャアの影響下にあることは周知の事実であるが、
2602,2023-01-13 23:13:56+09:00,思い出のマーニー見て泣けた😭
2603,2023-01-13 23:13:55+09:00,思い出のマーニーはオールタイム・ベストに入る
2604,2023-01-13 23:13:55+09:00,"思い出のマーニー、途中までは「？？？」状態だったけど終盤怒涛の勢いで全ての扉も鍵が開かれてわたしは大号泣です…
あかんねん…家族やキョウダイの絆ものは…わたしのなかで1番泣けるんや…"
2605,2023-01-13 23:13:55+09:00,"RT @symtta: と言うわけで、スタジオジブリの最高傑作アニメーション『思い出のマーニー』をお楽しみ頂けたでしょうか？

私はこの作品を『愛』そのものだと思って鑑賞しています。

マーニーは時を超えて杏奈を救い、杏奈もまたマーニーの魂を救ったのだと解釈しています。

#思…"
2606,2023-01-13 23:13:55+09:00,思い出のマーニーで爆泣き😭こんなに泣くとは思わなかった😭もう一回見直したい😭
2607,2023-01-13 23:13:55+09:00,RT @mokkoritintin: 思い出のマーニーというタイトルが「マーニーは思い出に関わる怪異である」という伏線になっていたというわけね……
2608,2023-01-13 23:13:54+09:00,思い出のマーニー何回見ても、同じ場面で号泣するし胸が温かくなる作品で大好き😊号泣しすぎて目が痛いけど、明日休みだからオッケー👍✨
2609,2023-01-13 23:13:54+09:00,思い出のマーニーめちゃくちゃ泣いた😭
2610,2023-01-13 23:13:54+09:00,"RT @ghibli_world: 高畑勲監督は『思い出のマーニー』をこのように評価しています。
「作画も、美術も、それ以降の工程もさすがはジブリだと言われるものを作った。ジジイが去った後、米林監督は、押しも押されぬジブリのエースだともてはやされるであろう。それはやぶさかではな…"
2611,2023-01-13 23:13:54+09:00,思い出のマーニー🌿
2612,2023-01-13 23:13:53+09:00,思い出のマーニーおもしろかった。
2613,2023-01-13 23:13:53+09:00,"RT @Yuunagi_mea: 思い出のマーニー最高だった...
 #イラスト https://t.co/FEk1JZvyF7"
